dataset,configuration,hardware,n_events,n_passes,mean_cells,mean_clusters,median_ms,p95_ms,throughput_hz,ms_per_1k_cells,pass_spread
pu0,CLUE — CPU serial,"1 core, Xeon Gold 6230R",100,3,21718.04,216.0,521.811078,1453.9722065000003,1.9164023957344962,26.167145234205627,0.04120062443471273
pu0,CLUE — CPU parallel,"16 threads, Xeon Gold 6230R",100,3,21718.04,216.0,188.232067,332.94497000000007,5.312591079393502,9.673827601496821,0.02296991602254783
pu0,"CLUE — GPU, all stages",A100 80GB,100,3,21718.04,216.0,370.170233,425.07845315000003,2.7014597902581756,18.6174404203164,0.019283580363858688
pu0,CLUE — CPU 2D + GPU 3D,1 core + A100 80GB,100,3,21718.04,216.0,122.1044205,184.9734848,8.189711690249576,6.187665716658446,0.023527039583276954
pu0,MaskFormer,"A100 80GB, bfloat16",100,3,21718.04,146.56,37.018496,66.13975119999999,27.013523185815004,1.8655356973225954,0.007657878244775818
