algo,n_particles,claims_per_cell,truth_owners_per_cell,eff_claims_per_cell,truth_eff_owners_per_cell,eff_soft,eff_soft_mean,pur_soft,pur_soft_mean,match_rate,n_impossible,impossible_recovered,impossible_matched
maskformer,269059,2.035246592818477,1.2171200170792704,2.0249881482073153,1.158324371468049,0.22716578891618566,0.3337605812038359,0.3506405658238528,0.3951674074412499,0.8349581318595549,1264,0.560126582278481,0.9169303797468354
maskformer_incidence,269059,15.364721374897178,1.2171200170792704,4.1547825832872975,1.158324371468049,0.17524409144462738,0.29221505574615214,0.27808398901356207,0.3414903119471232,0.8378496909599753,1264,0.5158227848101266,0.8876582278481012
clue,269059,1.0,1.2171200170792704,1.0,1.158324371468049,0.3090325913647193,0.3044169694805834,0.2918021697843224,0.3096915422780332,0.5103415979394854,1264,0.007120253164556962,0.012658227848101266
