algo,n_particles,claims_per_cell,truth_owners_per_cell,eff_soft,eff_soft_mean,pur_soft,pur_soft_mean,match_rate,n_impossible,impossible_recovered,impossible_matched
maskformer,269059,2.070826129507706,1.2171200170792704,0.22467191210849666,0.32165839945847274,0.33614188709539544,0.3797642447711025,0.7967508985018156,1264,0.5340189873417721,0.8876582278481012
clue,269059,1.0,1.2171200170792704,0.3090325913647193,0.3044169694805834,0.2918021697843224,0.3096915422780332,0.5103415979394854,1264,0.007120253164556962,0.012658227848101266
