algo,n_particles,claims_per_cell,truth_owners_per_cell,eff_claims_per_cell,truth_eff_owners_per_cell,eff_soft,eff_soft_mean,pur_soft,pur_soft_mean,match_rate,n_impossible,impossible_recovered,impossible_matched
maskformer,474494,1.16100696455489,1.0100502172270633,1.1351518965862155,1.007050524041946,0.5951118454606381,0.5509938373746974,0.623171209751862,0.5594749730618906,0.7516954903539349,0,0.0,0.0
clue,474494,1.0,1.0100502172270633,1.0,1.007050524041946,0.5999928344720903,0.5614143796554539,0.6109202645344304,0.5669783224575714,0.7635291489460352,0,0.0,0.0
