events,assoc_total,cells_owned,cells_shared_frac,assoc_kept_frac,energy_kept_frac,targets,spanning_frac,spanning_energy_frac,minority_energy_frac,coverage_frac,targets_in_1_subsystems,targets_in_2_subsystems
500,17206659,17024885,0.00949774,0.989436,0.993253,474494,0.278988,0.366266,0.061644,0.656721,342116,132378
